"arquivo","data","distribuidora_r_mil","periodo","referencia","divida_liquida_regulatorios","ebitda_ajst","qrr","fluxo_do_acionista","brl_ajustada_ipca","percent_div_reg_x_brl","dlr_ebitda_ajst_qrr","ebitda_ajst_vpb_reg","pmso_ajustado_pmso_regulatorio","capex_u4_5a","qrr_u4_5a","ebit_ajst_ebit_reg_brl","setoriais_constituicao_ebitda_reg","fluxo_acionista_brl_x_cap_proprio","perdas_realizadas","dgc","perdas_regulatorias","mercado_cagr_u5a","n_cagr_u5a"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2015.91666666667,"Ceal",201512,"Ceal201512","1127973.04425",-144412.08669,64009.9067720042,"0",488169.449628866,"268490.95257506374","Ebitda Neg",-0.403255236173607,1.55966341999955,"475245.71329099033","246805.74668448654",-0.435759004379115,NA,"0 / +","0.25124092423647243","1.7957305555468348","0.17807283885142852","6.8398003994732059E-2","3.5638128204315889E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2016.91666666667,"Ceal",201612,"Ceal201612","1507949.5084099998",-163826.4694,69081.0755706876,"-159155",531586.211930322,"292202.19051298453","Ebitda Neg",-0.423814979781575,1.2554413809211,"532007.10029424611","275697.44642521167",-0.448404432949254,"-0.67058567386902113","- / +","0.2673100901557981","1.4780221610002724","0.172365382421302","5.4931409566252531E-2","4.0761302691237677E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 1T 2018 08 06.xlsx",2017.16666666667,"Ceal",201703,"Ceal201703","1651229.56429",-13125.72802,69631.3357291333,NA,541933.53339145,NA,"Ebitda Neg",-0.0336804187854244,0.361559894916377,NA,NA,-0.127523878176275,NA,NA,NA,NA,NA,"2.2574292860203293E-2",NA
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2017.41666666667,"Ceal",201706,"Ceal201706","1698817.1690899997",-57030.38023,70376.4269295368,NA,553830.434580224,NA,"Ebitda Neg",-0.523072476862976,1.30167742553152,NA,NA,-0.522506455368168,NA,NA,NA,NA,NA,"2.2574292860203293E-2",NA
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2017 3T 2018 02 20.xlsx",2017.66666666667,"Ceal",201709,"Ceal201709","1735493.64604",35204.37602,71188.6843727541,NA,565672.713111406,NA,"Flx Neg",0.0883227451326967,1.3388805232425,NA,NA,-0.0882632957015406,NA,NA,NA,NA,NA,NA,NA
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2017.91666666667,"Ceal",201712,"Ceal201712","1803548.7628899999",-294519.41951,75482.4241078101,"0",569173.889045483,"312611.49243497004","Ebitda Neg",-0.695716646827828,2.67341788575026,"558782.40411820565","295908.26961304131",-0.665217175008938,NA,"0 / +","0.23313824401513905","1.51190661631492","0.17624887832352173","2.2574292860203293E-2","4.0319155327634526E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 1T 2018 08 06.xlsx",2018.16666666667,"Ceal",201803,"Ceal201803","1837027.38091",41976.83198,79665.5990162496,NA,572598.952459254,NA,"Ebitda Neg",-0.522722368709142,2.56065474119543,NA,NA,-0.561237031554676,NA,NA,NA,NA,NA,NA,NA
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2018.41666666667,"Ceal",201806,"Ceal201806","1319389.8302800001",522535.45391,83895.2536458939,NA,576062.072133177,NA,"6.4100120684277657",0.614119710599505,2.55830042545784,NA,NA,0.34431118799635,NA,NA,NA,NA,NA,NA,NA
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2011.91666666667,"CEB-Dis",201112,"CEB-Dis201112","457888.09323000011",108960.12526,55777.8469141286,"-25500",570966.467234427,"313654.8592749362","8.609787084564541",0.310165325778565,1.68070758054353,NA,"0",-0.181665895001216,NA,"- / +","0.11709315306402565","1.1547889393534598","0.10278633389012923","6.6858677485558404E-2","3.3227838826909384E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2012.91666666667,"CEB-Dis",201212,"CEB-Dis201212","340657.45271999994",-43543.91152,62518.8232443444,"-204500",633673.460043043,"348712.84260973107","Ebitda Neg",-0.114813588979664,1.88779838120001,NA,"232674.62777124278",-0.297609120566778,NA,"- / +","0.11386452443845016","1.5745183128402633","9.9803958089590417E-2","7.3009960616918779E-2","3.5127078154023605E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2013.91666666667,"CEB-Dis",201312,"CEB-Dis201312","209110.30384000001",41368.96015,66195.5721385476,"0",714930.277408815,"392970.73566895374","Flx Neg",0.110041224800236,2.02662682305254,NA,"254124.56902452733",-0.140881256396353,"0","0 / +","0.1054510007039486","1.4524931972789115","9.6801486716843493E-2","6.0376024527755812E-2","3.5884923108366662E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2014.91666666667,"CEB-Dis",201412,"CEB-Dis201412","148416.59859999997",-109842.83051,70665.3359057641,"0",760360.378448366,"417505.39400419476","Ebitda Neg",-0.273750664547596,1.81276103782504,"330249.69086646475","277443.58149377274",-0.340678538649265,NA,"0 / +","0.10190735322277363","1.2454631438735668","9.7899127202278266E-2","5.7209329663975739E-2","3.480742046576446E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2015.91666666667,"CEB-Dis",201512,"CEB-Dis201512","79308.855179999955",125692.00247,76729.6112016903,"-36000",818221.504133113,"449255.36636043352","1.619791295433145",0.28861996400525,1.58390302389772,"330838.80094674393","301093.59957693593",-0.0525085151614716,NA,"- / +","0.11825644298522565","1.3694254982912499","9.8530689484495199E-2","5.5529681559535859E-2","3.5152977003594321E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2016.91666666667,"CEB-Dis",201612,"CEB-Dis201612","290872.27711000002",62418.72586,83438.6482699646,"-43079",872440.486162897,"468572.36886514019","Flx Neg",0.134013156963574,1.71457582372212,"395712.81924989558","416668.05243934516",-0.135345245913326,"0","- / +","0.11749059629170869","0.95134229750303789","0.10237733315288494","3.6425162081253237E-2","3.3174230638812086E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 1T 2018 08 06.xlsx",2017.16666666667,"CEB-Dis",201703,"CEB-Dis201703","377432.83285",-20537.0907,87703.8640753241,NA,873261.223586618,NA,"Ebitda Neg",-0.0428431953171877,0.385417546860083,NA,NA,-0.177668901217165,NA,NA,NA,NA,NA,"-5.1234407998183018E-3",NA
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2017.41666666667,"CEB-Dis",201706,"CEB-Dis201706","447095.62112000003",39548.24087,92237.3446753202,NA,876494.412464997,NA,"16.174117039856768",0.242500378373847,1.72124069520749,NA,NA,-0.0979918472433756,NA,NA,NA,NA,NA,"-5.1234407998183018E-3",NA
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2017 3T 2018 02 20.xlsx",2017.66666666667,"CEB-Dis",201709,"CEB-Dis201709","317109.22380999988",205344.89638,96820.643743448,NA,879763.13089149,NA,"2.9220125097013998",0.403024648545848,1.73037373475815,NA,NA,-0.0121766510548889,NA,NA,NA,NA,NA,NA,NA
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2017.91666666667,"CEB-Dis",201712,"CEB-Dis201712","242262.56006999977",116451.3631,97744.9473058365,"-123570",884830.220278444,"431577.95124718128","12.950773827319015",0.227319944946921,1.93199430737141,"394234.75672617246","452894.2280626492",-0.113307592661377,NA,"- / +","0.12543618005084278","0.89687504194799783","0.11322664990211276","-5.1234407998183018E-3","3.0164305938690461E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 1T 2018 08 06.xlsx",2018.16666666667,"CEB-Dis",201803,"CEB-Dis201803","311364.0975",1213.64257,97524.1866446072,NA,890340.070843587,NA,"7.31286597826257",0.274075129323605,1.87549415468424,NA,NA,-0.0844530898179982,NA,NA,NA,NA,NA,NA,NA
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2018.41666666667,"CEB-Dis",201806,"CEB-Dis201806","68654.74720999971",41110.30693,97300.973087142,NA,895911.141970565,NA,"2.7502834407619892",0.23970068039701,1.84298752065385,NA,NA,-0.104892617294701,NA,NA,NA,NA,NA,NA,NA
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2011.91666666667,"Ceee-D",201112,"Ceee-D201112","916177.51190999988",-54014.0213,126164.829802355,"0",1359352.16744257,"749434.02482802188","Ebitda Neg",-0.0828326084437836,2.8411184530463,NA,"0",-0.259086600389281,NA,"0 / +","0.17842834875360353","0.96076393600114796","0.13190120399269833","3.7642659027821823E-2","2.0616999849601525E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2012.91666666667,"Ceee-D",201212,"Ceee-D201212","-105573.93049000017",-319348.01659,134395.931277909,"0",1408411.05852399,"774496.99683249765","Ebitda Neg",-0.465584123636469,3.09761229345873,NA,"519419.11856878776",-0.433411569018395,NA,"0 / +","0.17903571930702689","1.0555538931498722","0.12422138425080601","3.4230912665103697E-2","2.0937857850459096E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2013.91666666667,"Ceee-D",201312,"Ceee-D201312","143907.48982999998",-358707.02997,114841.969540942,"0",1258604.40061922,"692205.84929804329","Ebitda Neg",-0.654832462599956,2.81307045416926,NA,"531277.59889135417",-0.448562242729441,NA,"0 / +","0.17680605117228251","1.3648094850778953","0.11794264951904851","3.1993906463839039E-2","2.20320202777331E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2014.91666666667,"Ceee-D",201412,"Ceee-D201412","613456.69067000016",-444915.47777,121453.001897756,"0",1334489.55068582,"733610.84050117037","Ebitda Neg",-0.767931260971708,2.93627157629631,"909417.15796257451","544354.16398767801",-0.495872644177667,"0","0 / +","0.1641884571133029","1.7300918206234135","0.11223989984015552","4.1736928150423847E-2","2.2108844879317413E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2015.91666666667,"Ceee-D",201512,"Ceee-D201512","2110531.7279400001",-455915.5205,130182.880821807,"0",1431613.96653748,"786674.63236588135","Ebitda Neg",-0.734127012615948,2.29711196947614,"913391.70058226399","549144.42149759224",-0.479067742197113,NA,"0 / +","0.16502245609241301","1.2152153382078912","0.10462474736573417","1.8867064458050642E-2","2.1191089328847168E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2016.91666666667,"Ceee-D",201612,"Ceee-D201612","3046045.8538099998",-276298.7455,140043.337091046,"0",1560726.25545841,"848873.69403472729","Ebitda Neg",-0.410482479747439,2.07568970549513,"1187624.3513793354","747798.09719123074",-0.354159740369148,"-2.3993092662365605","0 / +","0.18764275475275249","1.2894201316013385","9.9802702638330798E-2","4.808658199217497E-3","1.9637319159939048E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 1T 2018 08 06.xlsx",2017.16666666667,"Ceee-D",201703,"Ceee-D201703","3043672.81916",248984.45871,142325.908070185,NA,1593053.33744727,NA,"28.548403463428976",0.358237823342943,0.489245514839195,NA,NA,0.0254306852190978,NA,NA,NA,NA,NA,"-6.2373768049268641E-3",NA
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2017.41666666667,"Ceee-D",201706,"Ceee-D201706","3295143.5740300003",-20105.70005,145017.53767407,NA,1630007.51683317,NA,"Ebitda Neg",-0.504299658771908,2.38028787375068,NA,NA,-0.42010400529427,NA,NA,NA,NA,NA,"-6.2373768049268641E-3",NA
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2017 3T 2018 02 20.xlsx",2017.66666666667,"Ceee-D",201709,"Ceee-D201709","3229339.1210700003",-235420.21943,147738.745625249,NA,1667367.78610243,NA,"Ebitda Neg",-0.316733579904477,2.17423699585136,NA,NA,-0.347353908205222,NA,NA,NA,NA,NA,NA,NA
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2017.91666666667,"Ceee-D",201712,"Ceee-D201712","2775942.2406700002",181118.84324,149766.420635622,"-84993",1693765.26711349,"825970.1035432223","88.539959916283493",0.238079547834429,1.86001987424583,"1229535.4583471674","756017.94748843601",-0.0924649647686588,NA,"- / +","0.17160899293583909","1.3619738517668576","9.8650074014176414E-2","-6.2373768049268641E-3","1.9693211866909976E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 1T 2018 08 06.xlsx",2018.16666666667,"Ceee-D",201803,"Ceee-D201803","3201750.48875",95239.41612,150828.011259579,NA,1705014.61448172,NA,"Flx Neg",0.0335932335854352,1.91902572894766,NA,NA,-0.183831880390656,NA,NA,NA,NA,NA,NA,NA
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2018.41666666667,"Ceee-D",201806,"Ceee-D201806","3804620.4079600004",-84131.18201,151901.397334913,NA,1716388.95459849,NA,"Flx Neg",0.149668737338973,1.96881409542951,NA,NA,-0.131252528232931,NA,NA,NA,NA,NA,NA,NA
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2011.91666666667,"Celesc-Dis",201112,"Celesc-Dis201112","-23311.944090000063",370836.5063429,195007.452503106,"51232",2072916.26537328,"1138934.7744664263","Cxa Líq",0.327840785658741,1.52193256024959,NA,"0",-0.0630911629641881,NA,"5.4853335423441764E-2","7.4034712216764997E-2","0.8976944801148613","7.9262657219887858E-2","3.9357354157533164E-2","2.6309650933791007E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2012.91666666667,"Celesc-Dis",201212,"Celesc-Dis201212","1293290.6830199999",110650.68716,203861.4004553,"70499",2231325.04834848,"1227869.6549180159","Flx Neg",0.0968685076226786,1.56899765561865,NA,"799561.26243834314",-0.163806936395721,NA,"7.025623706001384E-2","6.8901688242708106E-2","0.93703376164670482","7.6276751755713759E-2","4.9265590190904263E-2","3.1150858370589951E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2013.91666666667,"Celesc-Dis",201312,"Celesc-Dis201312","1004640.5732700001",-284154.2209214,203573.069547811,"0",2387811.2864107,"1312374.1296931887","Ebitda Neg",-0.26388695255852,1.62881237303806,NA,"847261.88000551856",-0.321987753785557,NA,"0 / +","7.2201807299017706E-2","0.91075867167519187","7.2167043573122092E-2","4.4834338777465899E-2","3.248651078025433E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2014.91666666667,"Celesc-Dis",201412,"Celesc-Dis201412","1309992.6789800001",429498.10245,227059.346894574,"36512",2539836.26794546,"1394603.1638144145","6.4710567667036258",0.358093691284408,1.202668032214,"1225881.5038249008","903990.37313877558",-0.0335957112459984,NA,"3.1881718986549748E-2","7.9485093740707238E-2","0.96115673523004275","7.1559286799412286E-2","6.6224049629724391E-2","3.6812548810389867E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2015.91666666667,"Celesc-Dis",201512,"Celesc-Dis201512","1983037.9090799997",217580.6806,253609.824793552,"109331",2737211.54404986,"1502878.286626918","Flx Neg",0.162575933801208,1.20754500658655,"1266151.1310560433","967797.77106044162",-0.123367149685718,"0","8.857494468573518E-2","7.9904704039983357E-2","1.005538194304072","7.0644687628914349E-2","3.3832361166362679E-2","3.364922373821444E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2016.91666666667,"Celesc-Dis",201612,"Celesc-Dis201612","2632610.4755499996",215740.92241,272019.612360212,"23184",2938742.21288174,"1547037.9614317785","Flx Neg",0.149823184689762,1.19336429782093,"1768685.9174922984","1343110.7118059183",-0.136629544193452,"-0.1943838739064318","1.6658711774319497E-2","8.9882287250329332E-2","0.94164437450826122","7.1911715121741521E-2","2.449062501815491E-2","3.6412118389991699E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 1T 2018 08 06.xlsx",2017.16666666667,"Celesc-Dis",201703,"Celesc-Dis201703","2787857.3343",202955.737,273316.312268366,NA,2959970.92608287,NA,"Flx Neg",0.139972812981824,0.320997780496078,NA,NA,-0.0883964263641275,NA,NA,NA,NA,NA,"2.276151588221409E-2",NA
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2017.41666666667,"Celesc-Dis",201706,"Celesc-Dis201706","2358942.3136899993",251943.69371,275370.730697374,NA,2989436.89515696,NA,"8.4270022760774594",0.377553099133896,1.31291461118942,NA,NA,-0.0424751189668681,NA,NA,NA,NA,NA,"2.276151588221409E-2",NA
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2017 3T 2018 02 20.xlsx",2017.66666666667,"Celesc-Dis",201709,"Celesc-Dis201709","2085581.7412299998",513537.3269,277813.764299068,NA,3015309.5721851,NA,"8.8475743290915165",0.346863024781075,1.37794441615959,NA,NA,-0.0602360907723522,NA,NA,NA,NA,NA,NA,NA
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2017.91666666667,"Celesc-Dis",201712,"Celesc-Dis201712","2763594.3822399979",523111.74234,280754.235714549,"0",3035859.01903615,"1478939.3765458481","11.402965894144808",0.348688261932351,1.30507726915165,"1901329.2838844135","1422286.0657381574",-0.0520202407764178,NA,"0 / +","8.9204158720865831E-2","0.92616336633663365","7.3855370562648348E-2","2.276151588221409E-2","2.9776385713167874E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 1T 2018 08 06.xlsx",2018.16666666667,"Celesc-Dis",201803,"Celesc-Dis201803","477441.90478",171040.47078,283630.783838388,NA,3055961.73878175,NA,"2.3006775346504189",0.323231741231741,1.28559826648261,NA,NA,-0.0647932101370763,"0",NA,NA,NA,NA,NA,NA
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2018.41666666667,"Celesc-Dis",201806,"Celesc-Dis201806","2557420.3213499999",347902.54374,286539.293608048,NA,3076287.82208007,NA,"7.7057242803350769",0.401835168968923,1.24189754719554,NA,NA,-0.0252651636743244,"0",NA,NA,NA,NA,NA,NA
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2011.91666666667,"Celg-D",201112,"Celg-D201112","2957460.4907",-143833.70232,116774.436685135,"-100000",1137287.38025557,"626975.56770349282","Ebitda Neg",-0.16407704706344,1.44693716350389,NA,"0",-0.375147433253084,NA,"- / +","0.12130709022312269","1.0941835645677696","0.11268669245288049","6.2014368386842822E-2","0.0400442715672185"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2012.91666666667,"Celg-D",201212,"Celg-D201212","2936033.6259400006",15856.4704829999,133482.683789558,"-1270110",1215589.74501817,"670591.89818530006","Flx Neg",0.0158497647469167,1.40371118076648,NA,"0",-0.248285550969293,NA,"- / +","0.12321268814949107","1.6802126368942225","0.11295477785808118","5.7008685356254807E-2","4.1224998709696647E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2013.91666666667,"Celg-D",201312,"Celg-D201312","3055721.5860000001",136934.3321931,149444.437034428,"0",1338818.13418884,"737938.80228137504","Flx Neg",0.128667052413342,1.16103482474477,NA,"546092.14479168889",-0.140482086293021,NA,"0 / +","0.12477052247689605","1.9404217814593396","0.11277860533640979","6.2522169927428317E-2","4.1501663082903928E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2014.91666666667,"Celg-D",201412,"Celg-D201412","2043670.7504300002",36242.55062,161631.378524262,"-1680700",1560819.31452439,"859043.09594157699","Flx Neg",0.0354255493173242,1.59699989550392,"800725.58758521767","608945.89883032639",-0.171322342056109,NA,"- / +","0.13270927316834377","2.0928154124761127","0.11276949235102686","6.6465272345245685E-2","4.1796736081170849E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2015.91666666667,"Celg-D",201512,"Celg-D201512","2828724.7855399991",7064.2591,177778.900166639,"0",1677277.71743682,"924436.57796359109","Flx Neg",0.00628238429660336,1.47694243989723,"1024058.8556391706","677399.84394250065",-0.21898790263255,NA,"0 / +","0.11906535229385956","2.2446757750031097","0.11352262251248293","5.1382923491820831E-2","3.9417325843841722E-2"
