"arquivo","data","distribuidora_r_mil","periodo","referencia","divida_liquida_regulatorios","ebitda_ajst","qrr","fluxo_do_acionista","brl_ajustada_ipca","percent_div_reg_x_brl","dlr_ebitda_ajst_qrr","ebitda_ajst_vpb_reg","pmso_ajustado_pmso_regulatorio","capex_u4_5a","qrr_u4_5a","ebit_ajst_ebit_reg_brl","setoriais_constituicao_ebitda_reg","fluxo_acionista_brl_x_cap_proprio","perdas_realizadas","dgc","perdas_regulatorias","mercado_cagr_u5a","n_cagr_u5a"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2016.91666666667,"CNEE",201612,"CNEE201612","2633.7240099999981",24844.44469,7901.4261217265,"17337",70134.522614184,"35571.922746579745","0.15544597318282799",0.436041794563172,0.859778999183625,"80244.953777875227","39028.184848358891",0.125777929978194,"0","0.50161157049560001","8.2444019907452912E-2","0.81904020166883162","8.0621819543698084E-2","3.4241041632572022E-2","2.4624151253435977E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 1T 2018 08 06.xlsx",2017.16666666667,"CNEE",201703,"CNEE201703","-5167.30226",5665.051837,8012.34645855219,NA,74026.6392107333,NA,"Flx Neg",0.0993499688970565,-0.0916424460277086,NA,NA,-0.103434579929072,NA,NA,NA,NA,NA,"2.9846043284352142E-2",NA
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2017.41666666667,"CNEE",201706,"CNEE201706","9855.8006000000023",18100.81495,8099.26014920212,NA,76261.3314415909,NA,"0.44224212739069257",0.529994622180843,0.90269309888427,NA,NA,0.160968667994195,NA,NA,NA,NA,NA,"2.9846043284352142E-2",NA
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2017 3T 2018 02 20.xlsx",2017.66666666667,"CNEE",201709,"CNEE201709",NA,23483.6748139,8150.56008497994,NA,77041.6231879863,NA,NA,0.406773184000028,0.702531401375441,NA,NA,0.127479999001059,NA,NA,NA,NA,NA,NA,NA
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2017.91666666667,"CNEE",201712,"CNEE201712","0",0,4267.58540623501,"9944.96659",77317.0858950584,"37602.591613445948","Flx Neg",0,0,"81878.763976309507","38484.500449752995",-0.0919738272925988,NA,"0.25041151272079643","7.8587539138291071E-2",NA,"7.9343800940112605E-2","2.9846043284352142E-2","2.2877120644368309E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 1T 2018 08 06.xlsx",2018.16666666667,"CNEE",201803,"CNEE201803","0",0,2277.51967275754,NA,78095.8514404746,NA,"Ebitda Neg",-0.945724495597925,0.336703757923929,NA,NA,-0.244318134625475,NA,NA,NA,NA,NA,NA,NA
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2018.41666666667,"CNEE",201806,"CNEE201806",NA,0,265.342097796996,NA,78883.2699363954,NA,NA,-5.88270947770491,-12.2508395645756,NA,NA,-0.217721606119854,NA,NA,NA,NA,NA,NA,NA
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2011.91666666667,"Cocel",201112,"Cocel201112","-638.24751000000015",7143.95613,2537.59453112424,"2500",19616.8400752614,"10718.608786057059","Cxa Líq",0.399899653062865,1.14555160983754,NA,"0",0.10014616942586,NA,"0.28095471096970703","5.3236583637434047E-2","0.94318231626247373","5.3507605441567248E-2","7.5173218112138063E-2","3.9570238892247644E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2012.91666666667,"Cocel",201212,"Cocel201212","-473.64604999999938",8225.34662,2845.90207006223,"2630",20205.6431266855,"11081.699508982945","Cxa Líq",0.427651801136084,1.09357434510504,NA,"10820.011302545403",0.180537377693829,"0","0.28825254848102971","5.7902001972066776E-2","0.93673155737704916","5.0980199286562548E-2","7.0187340980612856E-2","4.0038747905393857E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2013.91666666667,"Cocel",201312,"Cocel201312","-2694.8595899999991",5433.42019,3277.97165391329,"1250",20772.9274200049,"11436.142367033972","Cxa Líq",0.254007279659705,1.04184341487949,NA,"11967.7761569591",0.0288599472458063,NA,"0.13387905932377103","4.751802289341691E-2","0.88314549180327884","4.8669999999999984E-2","6.7537928528926594E-2","4.0253206237062633E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2014.91666666667,"Cocel",201412,"Cocel201412","-5129.2507100000003",7901.12176,3713.98269054429,"1250",22109.6256458743,"12191.301119392596","Cxa Líq",0.326553164155751,1.0395891206566,"26903.00653262913","13405.289862226316",0.117004589482238,NA,"0.1260293506894764","7.4928480650417004E-2","0.9444707691668226","4.6855000000000001E-2","6.8804161788822871E-2","4.100351991218254E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2015.91666666667,"Cocel",201512,"Cocel201512","-3224.3617699999995",5782.89538,3998.19083122097,"1700",23767.6970933209,"13141.602678624104","Cxa Líq",0.222025506153216,0.987869770666871,"31014.540545176358","15038.818370597304",0.0172134306703965,NA,"0.15998352109960134","6.7646145634412597E-2","0.88811234793507321","4.5039999999999997E-2","4.750921930525176E-2","3.8072263480077195E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2016.91666666667,"Cocel",201612,"Cocel201612","-6669.5229699999982",5227.66048,4040.15187739269,"1700",25546.3358177701,"13268.258306397074","Cxa Líq",0.196959463134336,1.20460938911995,"43273.731183186137","20684.06756370125",-0.0392862852658221,"0.40673326364107021","0.13845815832530123","9.1087628262081263E-2","1.0783575886717747","4.7975174264745714E-2","2.1974539661861803E-2","3.1451978271653802E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 1T 2018 08 06.xlsx",2017.16666666667,"Cocel",201703,"Cocel201703","-7636.28657",1238.38552,4005.10941614569,NA,25861.1818947353,NA,"Flx Neg",0.0468811382727888,0.306471049667635,NA,NA,-0.129187217823666,NA,NA,NA,NA,NA,"2.0938910986102677E-2",NA
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2017.41666666667,"Cocel",201706,"Cocel201706","-4788.8101499999984",-1064.17954,3980.95643631223,NA,26171.7780094367,NA,"Flx Neg",0.103447300365723,1.28192741879779,NA,NA,-0.146155837902311,NA,NA,NA,NA,NA,"2.0938910986102677E-2",NA
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2017 3T 2018 02 20.xlsx",2017.66666666667,"Cocel",201709,"Cocel201709","-6415.0370799999992",282.86426,3954.8980022746,NA,26484.2178633603,NA,"Flx Neg",0.0107338081497158,1.31391114088263,NA,NA,-0.235834646914392,NA,NA,NA,NA,NA,NA,NA
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2017.91666666667,"Cocel",201712,"Cocel201712","-6091.3822399999999",3343.68384,3928.83956823696,"1700",26722.1707834633,"12990.899709890035","Flx Neg",0.126926238534078,1.32577412770128,"43300.200235047188","21920.495174816824",-0.101595512387653,NA,"0.12380499888839579","5.8366204921054383E-2","1.0394621600630161","5.0090681459511746E-2","2.0938910986102677E-2","2.5301569350486108E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 1T 2018 08 06.xlsx",2018.16666666667,"Cocel",201803,"Cocel201803","-5863.2803",219.09902,3903.3476218958,NA,26954.9508139988,NA,"Flx Neg",0.0873808848216347,1.3462226824183,NA,NA,-0.148078231511296,NA,NA,NA,NA,NA,NA,NA
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2018.41666666667,"Cocel",201806,"Cocel201806","-5964.8793799999994",793.18397,3877.85567555464,NA,27187.7308445343,NA,"Cxa Líq",0.198035936647352,1.36427034828796,NA,NA,-0.0467232321972497,NA,NA,NA,NA,NA,NA,NA
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2011.91666666667,"Coelba",201112,"Coelba201112","2472719.9633399998",1289106.4908,313885.088323025,"855438",3215222.70099831,"1771209.9886413699","2.5355472686094802",0.730193098573179,0.790139628150524,NA,"0",0.0880986044805636,NA,"0.59240337199230042","0.13635124268235266","0.94238866834632273","0.15543655201694664","5.4488789331049059E-2","6.866496867283467E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2012.91666666667,"Coelba",201212,"Coelba201212","2926426.1911199996",1307313.63196,341536.332463756,"313414",3402682.92369728,"1873872.9315254686","3.0301252603953763",0.680696588198371,0.893368673905844,NA,"0",0.0563515040916314,NA,"0.20500520117268911","0.15839391354896115","0.87955407861417612","0.15195619601478172","4.6557331426227089E-2","4.4591083390159936E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2013.91666666667,"Coelba",201312,"Coelba201312","2886609.0590900001",1075026.03791,343934.138792282,"169425",3768260.23927494,"2073064.0384196211","3.9483532269658044",0.608427317828616,1.01800536781765,NA,"1700971.9908413666",0.0609098497609945,"0","9.9944183401611986E-2","0.1407587673745482","1.0245902625507941","0.13438457343706534","5.1884150624769143E-2","4.0058218924993172E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2014.91666666667,"Coelba",201412,"Coelba201412","3142867.3181599998",913055.26081,380168.648363075,"13380",4077548.2770685,"2244539.9564792425","5.897816242236761",0.488738221947043,1.01169806913776,NA,"1849717.9753506947",0.0134222211872508,NA,"7.2994758669173432E-3","0.14562152173490589","1.0113877551020409","0.13048674475371","5.3400978196052273E-2","3.7861354154371307E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2015.91666666667,"Coelba",201512,"Coelba201512","3399964.7063899995",740505.06961,412108.235082402,"299307",4385284.34350224,"2415465.3315200722","10.353220095074558",0.365710602104452,1.12519420384774,"4377151.2217285931","2010352.8108379182",-0.0319884868540079,NA,"0.15194644694733447","0.14926512348661089","1.1769213767251059","0.13480841095478122","4.7573191355974709E-2","3.2280582550403336E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2016.91666666667,"Coelba",201612,"Coelba201612","4482132.0448699994",833098.2847,448847.120190952,"123314",4793178.28504195,"2638581.7621275713","11.664589359401813",0.377736927174913,1.18531284298317,"4786156.4976696065","2232467.7033568248",-0.024533845340865,"0","5.7232989419848092E-2","0.14158999074418599","1.1790435746545309","0.13914924035871612","4.6175682419192787E-2","2.807162008655073E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 1T 2018 08 06.xlsx",2017.16666666667,"Coelba",201703,"Coelba201703","4843736.76287",240546.7659,457929.515755178,NA,4884771.74052761,NA,"Flx Neg",0.100744279437538,0.287034947140386,NA,NA,-0.0871057263952165,NA,NA,NA,NA,NA,"3.999722168999531E-2",NA
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2017.41666666667,"Coelba",201706,"Coelba201706","4546684.2693100004",439082.48463,465316.021011153,NA,4952597.53844472,NA,"16.285052388341622",0.325642662936504,1.13050598261054,NA,NA,-0.0493602211293674,NA,NA,NA,NA,NA,"3.999722168999531E-2",NA
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2017 3T 2018 02 20.xlsx",2017.66666666667,"Coelba",201709,"Coelba201709","4280779.9621799998",768885.13518,471830.413934731,NA,5009170.96394291,NA,"14.410745414968487",0.331677004613626,1.12979362219934,NA,NA,-0.0485686133350441,NA,NA,NA,NA,NA,NA,NA
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2017.91666666667,"Coelba",201712,"Coelba201712","4720602.3998699998",749256.97969,478344.806858309,"-1090881",5065744.3894411,"2778671.2985683945","17.424844186690553",0.318823175123367,1.21576670120962,"4181592.3835075502","2371987.5696287728",-0.0551151699883063,NA,"- / +","0.14270439210729396","1.1208942696011661","0.13902497265538155","3.999722168999531E-2","2.5868938322448853E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 1T 2018 08 06.xlsx",2018.16666666667,"Coelba",201803,"Coelba201803","4144590.97433",216115.4747,484717.582544418,NA,5121087.95786324,NA,"17.261353830633773",0.304385739308407,1.22985612873528,NA,NA,-0.0617292815973926,NA,NA,NA,NA,NA,NA,NA
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2018.41666666667,"Coelba",201806,"Coelba201806","4392698.2423700001",526198.01223,486275.372156577,NA,5134616.38569977,NA,"12.545309442761415",0.350128402392084,1.22237666653658,NA,NA,-0.0409007119479318,NA,NA,NA,NA,NA,NA,NA
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2017 3T 2018 02 20.xlsx",2011.91666666667,"Coelce",201112,"Coelce201112","942424.67992999975",642812.01466,150681.009803284,"332644",1812384.57458374,"997657.95711786579","1.9149874131673277",0.729165922987183,0.68822715256484,NA,"573195.4698718643",0.125255786634507,NA,"0.40828910320207351","0.11038811816241227","0.54967171418431326","0.1106679607386843","5.6545094954961961E-2","4.2015156416391752E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2017 3T 2018 02 20.xlsx",2012.91666666667,"Coelce",201212,"Coelce201212","1181784.8931699998",479538.88246,156878.721487312,"275811",1994424.01159363,"1095939.2885092301","3.6626303340561259",0.557586652610205,0.835902222707332,NA,"629401.65839129046",0.0556646902013817,NA,"0.30697349984223393","0.11976701866145888","0.46436546552899427","0.10323517903549952","6.1718587643098788E-2","4.3179428447847945E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2017 3T 2018 02 20.xlsx",2013.91666666667,"Coelce",201312,"Coelce201312","1128111.0217899999",643711.61507,183552.596983281,"213837",2112282.65934794,"1159523.4731605058","2.4515677786356078",0.641071668634604,0.744353509188949,NA,"689855.14092486759",0.0860225841027902,NA,"0.22443971477797081","0.11851038163714658","0.55902635827800529","0.10098323713545689","6.9042021683447308E-2","3.9306063123481838E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2017 3T 2018 02 20.xlsx",2014.91666666667,"Coelce",201412,"Coelce201412","966537.42532999988",811558.17027,210827.792606255,"76772",2244950.8543728,"1233064.8396983454","1.6089371559482091",0.704736972135579,0.652977932455914,"974032.74750797322","760971.25665100943",0.13833055441068,"0","7.5870205622615539E-2","0.12259784363911974","0.58261152626811596","0.10111858385649888","7.3923596452200924E-2","3.7642220913503666E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2017 3T 2018 02 20.xlsx",2015.91666666667,"Coelce",201512,"Coelce201512","875672.64684000029",647440.44515,213539.031041113,"41785",2563411.79293196,"1293300.067941959","2.0181373426458835",0.553614129353953,0.890978400895162,"1140906.7279965342","831853.51018013805",0.0677939208526926,NA,"3.2898680626170025E-2","0.12649235847769125","0.85276890308839193","0.10685384519471","5.5787106541588694E-2","3.4144232343187531E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2017 3T 2018 02 20.xlsx",2016.91666666667,"Coelce",201612,"Coelce201612","728796.31306755636",678305.32704,228536.035214275,"74045",2868536.17652007,"1397712.407659576","1.6203781056487669",0.541358835941192,1.06047150729047,"1564866.3135882602","942082.23557181424",0.0418298984229952,"2.3403740054403648E-2","5.0342536997050137E-2","0.12775612031337935","0.64881684109837801","0.10941616685859389","5.5643074363584732E-2","2.8582970110887951E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2017 1T 2017 08 07.xlsx",2017.16666666667,"Coelce",201703,"Coelce201703","747154.22952",175360.53144,233778.221306418,NA,2923351.40035871,NA,"Flx Neg",0.136829031342291,0.235854573722015,NA,NA,-0.0851281828953958,NA,NA,NA,NA,NA,NA,NA
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2017 2T 2017 11 10.xlsx",2017.41666666667,"Coelce",201706,"Coelce201706","653602.426524799",686355.33767,240413.304836688,NA,2963942.57879114,NA,"1.465666787165379",0.520924948802573,1.04308578138709,NA,NA,0.0399214481327462,NA,NA,NA,NA,NA,NA,NA
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2017 3T 2018 02 20.xlsx",2017.66666666667,"Coelce",201709,"Coelce201709","572696.96065649146",749219.64244,247362.579379777,NA,2997799.6373065,NA,"1.1411555257672381",0.552865277841013,0.963810535988867,NA,NA,0.0557161554670675,NA,NA,NA,NA,NA,NA,NA
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2011.91666666667,"Cooperal.",201112,"Cooperal.201112","14936.604239999997",1255.73438,1656.37853138394,"-66",22365.4180028147,"12303.536879698593","Flx Neg",0.115163946003453,1.34060048069654,NA,"0",-0.0730393178508118,NA,"- / +","0.1007863872042945","0.79300000000000004","8.3837206739703712E-2","6.6183021754273819E-2","3.2573780948943254E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2012.91666666667,"Cooperal.",201212,"Cooperal.201212","13630.295949999998",4573.93193,1760.97634018796,"-28",23817.8121362263,"13130.623216575417","4.8455425316226712",0.394542646191292,1.0944865889013,NA,"0",0.0537860438821535,NA,"- / +","9.4881681555716246E-2","0.94599999999999995","8.5033586933023389E-2","7.1193349562625796E-2","3.1776818484788638E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2013.91666666667,"Cooperal.",201312,"Cooperal.201312","14397.833939999999",2484.4763,2147.17389611724,"-20",27756.5682946143,"15287.778654607273","42.685239637380072",0.184286169809386,1.14025855009703,NA,"7765.9010955434787",-0.0747451857728422,NA,"- / +","7.7710515958781881E-2","0.92699999999999994","8.3775642618442059E-2","6.5717487011518694E-2","3.1515907074850968E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2014.91666666667,"Cooperal.",201412,"Cooperal.201412","15579.806970000001",7568.87168,2815.91089146419,"-22",33863.6158336763,"18625.731759649763","3.2779161586139427",0.452807280093716,1.11042588709223,"41315.380405209908","9041.4083709703664",0.0532455516527951,NA,"- / +","7.2812291350794839E-2","1.0489999999999999","8.2652444887910695E-2","7.141884830930012E-2","2.6817173024408003E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2015.91666666667,"Cooperal.",201512,"Cooperal.201512","32234.362630000007",3426.0409,3069.98195710151,"-29",36475.1139859654,"20060.908314008873","90.530973236051338",0.18811819976711,1.22226367308323,"40742.652578586596","10586.555602929195",-0.0796021761574706,"0","- / +","8.5599041196135234E-2","0.95300000000000007","7.9912118432808127E-2","3.1910136722302029E-2","2.2465960562684462E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2016.91666666667,"Cooperal.",201612,"Cooperal.201612","18437.633449999998",4727.18151,3154.71954579929,"-29",39807.9704512621,"21907.207923607781","11.725328732750565",0.251782589449301,1.24663893678813,"53565.263470826852","14871.181206648031",-0.0479217587374947,"1.117174959838939E-2","- / +","9.9153592264738327E-2","0.88200000000000001","7.7795174180324458E-2","2.6919886294168416E-2","2.1540541856809314E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 1T 2018 08 06.xlsx",2017.16666666667,"Cooperal.",201703,"Cooperal.201703","16627.82887",2739.49152,3159.76286449506,NA,40532.8817003674,NA,"Flx Neg",0.145547901212839,0.347783000971226,NA,NA,-0.0521610543346646,NA,NA,NA,NA,NA,"2.0216535675401159E-2",NA
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2017.41666666667,"Cooperal.",201706,"Cooperal.201706","11138.842490000001",4665.7253,3173.52563521696,NA,41372.6596877182,NA,"1.9300838943332284",0.472738795896566,1.27334297509489,NA,NA,0.0522210621625417,NA,NA,NA,NA,NA,"2.0216535675401159E-2",NA
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2017 3T 2018 02 20.xlsx",2017.66666666667,"Cooperal.",201709,"Cooperal.201709","15634.965060000002",10821.8618,3253.31997063212,NA,42040.0918615746,NA,"2.0657830018633616",0.561623839923196,1.29825955380163,NA,NA,0.0915115460956086,NA,NA,NA,NA,NA,NA,NA
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2017.91666666667,"Cooperal.",201712,"Cooperal.201712","6570.1196",9632.22136,3456.63991627458,"-57",42367.0725172578,"22415.977204142921","1.0638868031892679",0.479664313440182,1.24555404327808,"57070.180919474384","16792.131400487564",0.0525465070521851,NA,"- / +","9.0251517885841959E-2","1.202","7.939535728934248E-2","2.0216535675401159E-2","1.9653207651287197E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 1T 2018 08 06.xlsx",2018.16666666667,"Cooperal.",201803,"Cooperal.201803","12440.47439",-144.66863,3655.53986309873,NA,42686.9448978174,NA,"4.0227610401025791",0.323247942996196,1.16979494665634,NA,NA,-0.028920868276563,"0",NA,NA,NA,NA,NA,NA
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2018.41666666667,"Cooperal.",201806,"Cooperal.201806","12075.67268",3091.67651,3856.64980933203,NA,43010.3714159388,NA,"2.8741181157091167",0.371699461684866,1.15516411399855,NA,NA,-0.0131103489540224,"0",NA,NA,NA,NA,NA,NA
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2011.91666666667,"Copel-Dis",201112,"Copel-Dis201112","983727.47695999965",631753.47535,439236.327643309,"29329",2198544.04568503,"1201280.8094577426","5.109817430179036",0.332623173589444,1.21175216358703,NA,"0",0.0119856486461634,NA,"2.9409486818097699E-2","8.1170797464139743E-2","0.73419606578365482","7.6773251557013714E-2","4.6860092656263008E-2","3.2053243120418351E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2012.91666666667,"Copel-Dis",201212,"Copel-Dis201212","1759181.1004399997",422085.17879,412090.945951344,"150300",2420896.28196873,"1327973.3494701691","176.01962340078833",0.234794508417367,1.32703987413557,NA,"1691121.1096056285",-0.0941803313755994,NA,"0.13752113303762017","8.6504612783526003E-2","0.74165997498129066","7.6293440435670531E-2","4.310963136361079E-2","3.2734747384228102E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2013.91666666667,"Copel-Dis",201312,"Copel-Dis201312","1892762.2560300007",394729.37443,348421.31860756,"371863",2638662.43796138,"1452665.7070977276","40.873282680824289",0.255939877399255,1.47759195388631,NA,"1724900.0633787035",-0.0603593770163899,NA,"0.31354470912344512","8.19843251585331E-2","0.8285766521060639","7.5537817817271771E-2","4.0807755201076379E-2","3.4842093883971748E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2014.91666666667,"Copel-Dis",201412,"Copel-Dis201412","1405108.9423999998",371537.08188,385000.544515134,"-603000",2808455.32888028,"1548589.0689936318","Flx Neg",0.218279085990836,1.37700609458182,"3010318.9355426421","1740325.8203561194",-0.0802652459392838,NA,"- / +","8.1006784564507522E-2","1.0142208339410439","7.5035303350292598E-2","4.9252415321936693E-2","3.5864224276565437E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2015.91666666667,"Copel-Dis",201512,"Copel-Dis201512","811127.1192599996",441358.59595,421555.795078794,"-899434",3019070.36446839,"1669300.2705677289","40.960221967357896",0.236951861097383,1.37960160302188,"3084063.9691602322","1715413.9563481491",-0.0617602306353459,NA,"- / +","7.7358304156483121E-2","1.0266301450129838","7.4369602177444427E-2","3.4597763589347741E-2","3.2823176885447891E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2016.91666666667,"Copel-Dis",201612,"Copel-Dis201612","2222146.9056099998",100599.34865,448471.435122445,"546476",4073705.63261252,"2086616.48757986","Flx Neg",0.047531305719607,1.53285404935882,"4161057.620963492","2346972.0056457664",-0.198267054521407,"-0.17722295575004154","0.27501332859981853","8.0575585034195554E-2","0.89833136701718397","7.7934169595646863E-2","2.1876174673381543E-2","2.7219806665642388E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 1T 2018 08 06.xlsx",2017.16666666667,"Copel-Dis",201703,"Copel-Dis201703","2295671.5845",211871.20558,454330.650482888,NA,4504964.69361362,NA,"Flx Neg",0.0960469535887889,0.387710690972725,NA,NA,-0.113652813008742,NA,NA,NA,NA,NA,"1.7340604215075217E-2",NA
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2017.41666666667,"Copel-Dis",201706,"Copel-Dis201706","2389427.3732000003",368399.33582,461410.524368086,NA,4839497.79118962,NA,"19.159146673658537",0.255114299672065,1.61251089623804,NA,NA,-0.110967711562655,NA,NA,NA,NA,NA,"1.7340604215075217E-2",NA
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2017 3T 2018 02 20.xlsx",2017.66666666667,"Copel-Dis",201709,"Copel-Dis201709","2672385.6911500003",631330.17125,467962.23136596,NA,4967903.70151627,NA,"16.358079149721068",0.270843411822517,1.57070190832388,NA,NA,-0.0918677269318593,NA,NA,NA,NA,NA,NA,NA
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2017.91666666667,"Copel-Dis",201712,"Copel-Dis201712","2448949.6445799991",661390.7272,474513.938363834,"-295712",5012517.07271553,"2436626.2483548373","13.104621819711266",0.279722094756442,1.47388147013862,"4133924.2140984763","2390867.3671295717",-0.084643809258619,"0.2074575777046461","- / +","7.8036439479287095E-2","0.88105022929453147","8.0861831376385099E-2","1.7340604215075217E-2","2.4692632635888279E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 1T 2018 08 06.xlsx",2018.16666666667,"Copel-Dis",201803,"Copel-Dis201803","1953676.82608",205670.47427,480923.21694871,NA,5056160.58801915,NA,"11.475651696873506",0.27163640167432,1.47125344342773,NA,NA,-0.0877288890966899,NA,NA,NA,NA,NA,NA,NA
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2018.41666666667,"Copel-Dis",201806,"Copel-Dis201806","1383942.5425899997",436741.46564,486976.424501094,NA,5097379.46358368,NA,"5.7168368010469877",0.300254123786873,1.49910823334713,NA,NA,-0.0731904590264887,NA,NA,NA,NA,NA,NA,NA
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2011.91666666667,"Cosern",201112,"Cosern201112","468541.22275999998",286653.42887,67749.2086281586,"187087",687458.397159954,"378708.815239152","2.1403937404329811",0.694699617218142,0.711272554107244,NA,"0",0.0800467108474246,NA,"0.60595061809019679","0.10904125316642235","0.74685414804314454","0.11958193394445096","4.1337443303329557E-2","4.8883550527793584E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2012.91666666667,"Cosern",201212,"Cosern201212","569115.28296999994",322267.03643,75568.7611306351,"138236",727539.945535396,"400659.55045289418","2.3069285031660094",0.700607741005563,0.763491304055811,NA,"0",0.116178782700138,NA,"0.42289474094985191","0.11497779538047267","0.73269021464007289","0.11972866673853622","3.9926627196813502E-2","4.6475989959521513E-2"
